lncRNA,mRNA
DANCR,ZNF16
DANCR,RTEL1
DANCR,ZBED9
DANCR,KCNRG
DANCR,PP2D1
DANCR,THNSL1
DANCR,FGF5
DANCR,WDR12
DANCR,CENPS-CORT
DANCR,KHNYN
DANCR,PRKAR1A
DANCR,PARP3
DANCR,TMEM87B
DANCR,TRIM13
DANCR,ATP6V1A
DANCR,ABCC1
DANCR,SSB
DANCR,GAS2L1
DANCR,MMP13
DANCR,SLC35E2B
DANCR,TCTN3
DANCR,PCDHB13
DANCR,DDX1
DANCR,TSC2
DANCR,GOSR2
DANCR,ADGRB3
DANCR,WDR89
DANCR,ACSS3
DANCR,B3GALT1
DANCR,IFNAR1
DANCR,MRPL57
DANCR,FTL
DANCR,SPACA4
DANCR,RAB5B
DANCR,CTTNBP2NL
DANCR,UNC93B1
DANCR,SACS
DANCR,STK11IP
DANCR,CSNK1G1
DANCR,RDH13
DANCR,BCL2L2-PABPN1
DANCR,SIL1
DANCR,DOCK5
DANCR,TMEM86B
DANCR,KCNJ8
DANCR,LMBRD1
DANCR,HAUS7
DANCR,EED
DANCR,BNIP3
DANCR,NSRP1
DANCR,UBTD2
DANCR,PARP8
DANCR,CEP41
DANCR,IPO8
DANCR,DDX39A
DANCR,ENAH
DANCR,BTBD3
DANCR,SGSM3
DANCR,PCID2
DANCR,RNF182
DANCR,AACS
DANCR,SART3
DANCR,DHCR7
DANCR,HEATR6
DANCR,MIA
DANCR,ZNF468
DANCR,ZNF155
DANCR,IFT74
DANCR,KYAT3
DANCR,MRPL53
DANCR,SDF4
DANCR,PRSS35
DANCR,TMEM178A
DANCR,MINDY3
DANCR,CLMN
DANCR,SPOUT1
DANCR,KRI1
DANCR,GPR180
DANCR,BET1
DANCR,WDR73
DANCR,P3H2
DANCR,ZNRD1ASP
DANCR,HNMT
DANCR,INPP5B
DANCR,ARIH1
DANCR,GNE
DANCR,TSPAN1
DANCR,LENG8
DANCR,ARAP2
DANCR,CNIH4
DANCR,FAM217B
DANCR,HS3ST3A1
DANCR,SNRNP48
DANCR,NBEA
DANCR,PPM1A
DANCR,HSPBP1
DANCR,NCBP1
DANCR,CCDC150
DANCR,P4HA2
DANCR,SLAIN2
DANCR,MINDY4
DANCR,STON2
DANCR,HNF1B
DANCR,MEPCE
DANCR,NEK10
DANCR,LRRC20
DANCR,ZCCHC24
DANCR,ADAT2
DANCR,SNX12
DANCR,PRSS23
DANCR,DTWD2
DANCR,TFAM
DANCR,JMY
DANCR,KRTAP1-5
DANCR,TNS4
DANCR,GDI1
DANCR,SCAMP1
DANCR,SSNA1
DANCR,RHBDF1
DANCR,INTS13
DANCR,RPS6KA6
DANCR,FTO
DANCR,ORC5
DANCR,DCUN1D5
DANCR,PRPF4
DANCR,BIVM
DANCR,TOP3A
DANCR,NCK1
DANCR,ANKEF1
DANCR,SKAP1
DANCR,MACROH2A2
DANCR,ZNF583
DANCR,PANK4
DANCR,CALML4
DANCR,KSR2
DANCR,TRMT10C
DANCR,FDPS
DANCR,BRWD1
DANCR,SYNPO
DANCR,DROSHA
DANCR,STXBP4
DANCR,AEBP2
DANCR,HOXC9
DANCR,SLC38A2
DANCR,MIS12
DANCR,OTUD5
DANCR,ARL8B
DANCR,ZBTB25
DANCR,CMC2
DANCR,ME1
DANCR,INPP1
DANCR,INO80
DANCR,UQCRC1
DANCR,LAMC1
DANCR,POLR3F
DANCR,PLP2
DANCR,HOXB6
DANCR,DBNDD1
DANCR,ZRANB2
DANCR,SCAMP2
DANCR,PHF23
DANCR,CPSF1
DANCR,LPAL2
DANCR,ZNF526
DANCR,FZD6
DANCR,NLE1
DANCR,TBC1D10B
DANCR,TP53
DANCR,KDM4D
DANCR,ABCD4
DANCR,FAM167B
DANCR,ERG28
DANCR,ZNF438
DANCR,IL27RA
DANCR,TBC1D8B
DANCR,COX7A2L
DANCR,PPP4R3B
DANCR,SLC16A6
DANCR,CENPQ
DANCR,MUTYH
DANCR,ARHGAP5
DANCR,CHP1
DANCR,CLCN7
DANCR,IFT20
DANCR,CACNA1H
DANCR,CSE1L
DANCR,ITGB4
DANCR,DDX55
DANCR,ZNF606
DANCR,APOBEC3F
DANCR,MANBA
DANCR,CEP170
DANCR,TPRG1
DANCR,PPP2R2D
DANCR,C1QBP
DANCR,ZNF48
DANCR,TAF9B
DANCR,TCF12
DANCR,AGAP1
DANCR,HSPB11
DANCR,BAZ1A
DANCR,C12orf75
DANCR,PTTG3P
DANCR,SLC22A3
DANCR,ARHGAP27
DANCR,ABCE1
DANCR,PLIN3
DANCR,TPR
DANCR,TMEM39B
DANCR,PA2G4
DANCR,ASPA
DANCR,CSDE1
DANCR,INSIG2
DANCR,PLD1
DANCR,C21orf91
DANCR,WSB1
DANCR,KMT2D
DANCR,C8orf37
DANCR,SMAP2
DANCR,RHPN2
DANCR,CFAP36
DANCR,KIAA0930
DANCR,TMEM59
DANCR,NDUFA7
DANCR,RRM2B
DANCR,KDM5B
DANCR,USP13
DANCR,SLC35G1
DANCR,MPPE1
DANCR,DCLRE1A
DANCR,AVPI1
DANCR,GET4
DANCR,KRT75
DANCR,MOB3A
DANCR,ZDHHC11
DANCR,C3AR1
DANCR,ULBP1
DANCR,RAB3IL1
DANCR,SAE1
DANCR,CCAR1
DANCR,CCDC40
DANCR,SOCS6
DANCR,USP16
DANCR,SCAMP3
DANCR,OR4D9
DANCR,SEMA3D
DANCR,OPA1
DANCR,NOSTRIN
DANCR,PCDHB14
DANCR,TMTC4
DANCR,CAPS2
DANCR,TSPAN8
DANCR,TMEM141
DANCR,TONSL
DANCR,HCAR1
DANCR,ZFHX3
DANCR,ZCCHC8
DANCR,PPP2R1B
DANCR,ZNF639
DANCR,TRABD
DANCR,RHOBTB1
DANCR,ZNF579
DANCR,OSBPL5
DANCR,MID1
DANCR,CCT8
DANCR,NSD3
DANCR,TMX1
DANCR,CGAS
DANCR,RSPRY1
DANCR,LRFN3
DANCR,SGCB
DANCR,ZSCAN9
DANCR,E2F5
DANCR,PLEKHB1
DANCR,SORBS1
DANCR,DNAJB6
DANCR,UBA7
DANCR,RAB7A
DANCR,PSMG2
DANCR,ZNF615
DANCR,TCF7
DANCR,ZNF443
DANCR,GLIS3
DANCR,CALR
DANCR,SRGAP3
DANCR,PLXNB3
DANCR,ZNF394
DANCR,PRKAR2B
DANCR,CHIC2
DANCR,BCL2L11
DANCR,FETUB
DANCR,EPHA3
DANCR,CETN3
DANCR,MAP3K13
DANCR,DHX9
DANCR,CAMKK2
DANCR,B3GNT5
DANCR,EPHA7
DANCR,PTPN3
DANCR,TMEM81
DANCR,UBALD2
DANCR,NSUN5
DANCR,GAS6
DANCR,OARD1
DANCR,PIK3CA
DANCR,NGFR
DANCR,FAM76B
DANCR,EFCAB7
DANCR,SPTSSB
DANCR,BBS12
DANCR,KIF5C
DANCR,IFI16
DANCR,FRS3
DANCR,CHST6
DANCR,CHST3
DANCR,DPY19L3
DANCR,MRPL21
DANCR,YIPF6
DANCR,PHLDB2
DANCR,SGSM2
DANCR,EMC10
DANCR,CATSPERE
DANCR,CCDC102B
DANCR,FAM219B
DANCR,TFDP1
DANCR,POLR3K
DANCR,BAIAP2-DT
DANCR,SERPINH1
DANCR,MRPS14
DANCR,ABCD3
DANCR,ARL4D
DANCR,PPARD
DANCR,ATPSCKMT
DANCR,RWDD3
DANCR,CHD1
DANCR,GLDC
DANCR,EXOC4
DANCR,ZDHHC1
DANCR,INTU
DANCR,TAF13
DANCR,TUFT1
DANCR,ZC3H3
DANCR,DHX30
DANCR,ARRB1
DANCR,IL37
DANCR,TADA1
DANCR,EPHB3
DANCR,NRSN2
DANCR,LRRIQ3
DANCR,NIPBL
DANCR,SECTM1
DANCR,MYLK
DANCR,WDR75
DANCR,NCAPH2
DANCR,SYT17
DANCR,GOLGA2
DANCR,PBX3
DANCR,RAG2
DANCR,GOLM1
DANCR,AMY2B
DANCR,SSH2
DANCR,GGA3
DANCR,GEMIN5
DANCR,TENT5A
DANCR,PUS7L
DANCR,METTL2A
DANCR,RPL17
DANCR,ELF1
DANCR,HAUS2
DANCR,ANKRD49
DANCR,CCDC171
DANCR,RUSF1
DANCR,PLK2
DANCR,ARHGEF17
DANCR,BCL6
DANCR,HAUS5
DANCR,MAN1B1
DANCR,SDHAF2
DANCR,TRMT6
DANCR,UBE3C
DANCR,MIER1
DANCR,MTF2
DANCR,TNFSF10
DANCR,CYB5R2
DANCR,DFFA
DANCR,CREB1
DANCR,ATOX1
DANCR,SUGT1
DANCR,LNPK
DANCR,ZNF136
DANCR,EXO5
DANCR,UQCC3
DANCR,CACHD1
DANCR,TUBAL3
DANCR,MRPL24
DANCR,BRK1
DANCR,MKLN1
DANCR,MKRN1
DANCR,MCL1
DANCR,BICD1
DANCR,JMJD1C
DANCR,RHOB
DANCR,PAXIP1
DANCR,SCYL3
DANCR,HLA-B
DANCR,TSPAN10
DANCR,HOOK3
DANCR,ACER3
DANCR,NPR2
DANCR,NT5C3B
DANCR,TNNT1
DANCR,MLXIP
DANCR,ATP6V0B
DANCR,CNKSR3
DANCR,INSR
DANCR,STARD3
DANCR,KIAA1549L
DANCR,SMARCA1
DANCR,CYB5D2
DANCR,ITPRID2
DANCR,UBAP1
DANCR,MED4
DANCR,EFEMP2
DANCR,PPM1M
DANCR,RIN2
DANCR,ACOT1
DANCR,NFIB
DANCR,RBPJ
DANCR,EMSY
DANCR,TBC1D9B
DANCR,MED14
DANCR,ASB6
DANCR,TADA2A
DANCR,ZNF440
DANCR,MYCBPAP
DANCR,LINC00158
DANCR,LRRC46
DANCR,NUP98
DANCR,KDM1A
DANCR,STXBP1
DANCR,UFC1
DANCR,METTL1
DANCR,FCHSD2
DANCR,ACYP1
DANCR,COL12A1
DANCR,PAMR1
DANCR,GATB
DANCR,GEMIN6
DANCR,UCKL1
DANCR,ARFGAP1
DANCR,ZC3HAV1L
DANCR,PDHB
DANCR,PAF1
DANCR,SLC30A6
DANCR,C1R
DANCR,AMOTL1
DANCR,TSPAN4
DANCR,FAF1
DANCR,PSMA7
DANCR,SOX15
DANCR,SH3YL1
DANCR,OR2J3
DANCR,LSAMP
DANCR,VEPH1
DANCR,YKT6
DANCR,SNX5
DANCR,CELSR2
DANCR,BANF1
DANCR,DAZAP1
DANCR,ZNF529
DANCR,SLFN11
DANCR,PRADC1
DANCR,AK2
DANCR,HINT3
DANCR,MKKS
DANCR,ATP5MG
DANCR,NACC2
DANCR,MED28
DANCR,MAGOH
DANCR,SNTB2
DANCR,GPR78
DANCR,RDH10
DANCR,EIF1AX
DANCR,DLX6
DANCR,TCN2
DANCR,SLC7A2
DANCR,BRWD3
DANCR,RPAP3
DANCR,CPEB4
DANCR,PRRC1
DANCR,LAPTM4B
DANCR,SLF2
DANCR,AP1S2
DANCR,SAMHD1
DANCR,TMEM116
DANCR,NRDE2
DANCR,RHOBTB2
DANCR,ARHGAP1
DANCR,CASP10
DANCR,SIRPG
DANCR,THUMPD1
DANCR,DDX3X
DANCR,OR4C16
DANCR,NSMCE2
DANCR,ZBTB47
DANCR,INPP5K
DANCR,VPS25
DANCR,TUBA3C
DANCR,COMT
DANCR,MRPL49
DANCR,FLRT3
DANCR,UPF3B
DANCR,B4GALT4
DANCR,KDM5C
DANCR,PSMD6
DANCR,SIK2
DANCR,CLBA1
DANCR,GABPA
DANCR,APEX2
DANCR,KBTBD4
DANCR,MTSS2
DANCR,AFF1
DANCR,NLN
DANCR,ZNF462
DANCR,SCAI
DANCR,STAC
DANCR,UBR1
DANCR,NEDD1
DANCR,MMAB
DANCR,IRF9
DANCR,MRPS31
DANCR,IFNA10
DANCR,SAP130
DANCR,FOXA1
DANCR,SLC52A2
DANCR,DNAJA3
DANCR,PCDH15
DANCR,NFKBIE
DANCR,CMTM4
DANCR,NDUFA6
DANCR,INTS2
DANCR,FLII
DANCR,NACC1
DANCR,CXXC1
DANCR,CCDC51
DANCR,MDM1
DANCR,SEC24A
DANCR,BTC
DANCR,CSTF2
DANCR,C4orf33
DANCR,MRPS28
DANCR,YIPF3
DANCR,CCL26
DANCR,MAPKAPK2
DANCR,SYCE1L
DANCR,UBXN7
DANCR,MKS1
DANCR,TLL1
DANCR,KLF13
DANCR,EPG5
DANCR,MAML2
DANCR,SEPTIN3
DANCR,EFNB3
DANCR,MANBAL
DANCR,ABHD3
DANCR,FNDC5
DANCR,VCPKMT
DANCR,HECTD2
DANCR,LIMA1
DANCR,TGIF2
DANCR,COG3
DANCR,PLEKHG5
DANCR,TSPYL4
DANCR,INPP4B
DANCR,ATG12
DANCR,SULT1C2
DANCR,CDC5L
DANCR,SMARCAD1
DANCR,PSAT1
DANCR,GNAI2
DANCR,PPEF1
DANCR,DNHD1
DANCR,EIF2AK4
DANCR,NALCN
DANCR,SRBD1
DANCR,PES1
DANCR,PARP16
DANCR,SLC2A10
DANCR,TYW1B
DANCR,PRPS1
DANCR,AADAC
DANCR,LINC00310
DANCR,TRHDE
DANCR,AOX1
DANCR,TMCC1
DANCR,USP37
DANCR,GNG12
DANCR,NCOA7
DANCR,CCPG1
DANCR,LOC100130950
DANCR,GTF2H4
DANCR,PACSIN3
DANCR,FAM168B
DANCR,FBXL3
DANCR,C17orf75
DANCR,RND1
DANCR,ARL8A
DANCR,INTS9
DANCR,EMC9
DANCR,DDX20
DANCR,MRPL51
DANCR,NEK4
DANCR,EVA1B
DANCR,SH2D1B
DANCR,RUSC1
DANCR,HDGFL3
DANCR,SMIM11B
DANCR,URB2
DANCR,EVL
DANCR,TRMT5
DANCR,BCAR1
DANCR,CARNS1
DANCR,SMDT1
DANCR,GPR174
DANCR,LSM4
DANCR,C8orf58
DANCR,LMBR1L
DANCR,CHID1
DANCR,PTP4A1
DANCR,NGEF
DANCR,USPL1
DANCR,PPP3CC
DANCR,TNFRSF12A
DANCR,AFAP1L1
DANCR,ZNF329
DANCR,AQR
DANCR,RPS6KB1
DANCR,ZNF85
DANCR,EHD2
DANCR,GPR15
DANCR,ECD
DANCR,MRPS26
DANCR,VEZT
DANCR,VIRMA
DANCR,KPNB1
DANCR,SSBP2
DANCR,ADCY3
DANCR,ZNF664
DANCR,SIPA1
DANCR,FAM220A
DANCR,OR5M9
DANCR,KLHL11
DANCR,CDK10
DANCR,ZDHHC8
DANCR,SLC26A6
DANCR,KLC1
DANCR,HIPK2
DANCR,SUOX
DANCR,UNC45A
DANCR,NDUFAF4
DANCR,WBP1L
DANCR,CREBRF
DANCR,COG7
DANCR,CWF19L2
DANCR,SLC35D1
DANCR,JOSD1
DANCR,GPC1
DANCR,TAF11
DANCR,USB1
DANCR,FLOT2
DANCR,HNRNPH2
DANCR,GPATCH2L
DANCR,PTPA
DANCR,TOMM34
DANCR,SMCO4
DANCR,ST3GAL3
DANCR,H2AC14
DANCR,ARMC2
DANCR,POLR1G
DANCR,EFHC1
DANCR,SKIV2L
DANCR,RIN3
DANCR,TCP1
DANCR,LIG4
DANCR,PDCD6IP
DANCR,GUCY1A1
DANCR,GYG1
DANCR,GNS
DANCR,UFM1
DANCR,MCM9
DANCR,TMX4
DANCR,TMEM9
DANCR,LRRC8E
DANCR,TOP2B
DANCR,SRGAP1
DANCR,CHST2
DANCR,LRATD1
DANCR,NRK
DANCR,DUSP22
DANCR,GPAT4
DANCR,FAM8A1
DANCR,KRTAP2-3
DANCR,MICALL1
DANCR,SUMF2
DANCR,N6AMT1
DANCR,MYL4
DANCR,PSMC5
DANCR,MAVS
DANCR,TCEAL1
DANCR,ZNF684
DANCR,TECPR2
DANCR,CPT2
DANCR,PRKAR2A
DANCR,ZNF189
DANCR,MSL1
DANCR,TBRG4
DANCR,GET3
DANCR,UXS1
DANCR,FBXL17
DANCR,MARCHF7
DANCR,PARN
DANCR,DEGS1
DANCR,LRRFIP1
DANCR,ESRP2
DANCR,CA14
DANCR,PLEKHO1
DANCR,APLP1
DANCR,VSX2
DANCR,ANKRD40CL
DANCR,OVGP1
DANCR,COL4A5
DANCR,PREX1
DANCR,TMED8
DANCR,SPINT2
DANCR,RBM15
DANCR,KAT6B
DANCR,LMO7
DANCR,WDR5B
DANCR,SHARPIN
DANCR,KBTBD7
DANCR,TUBB4A
DANCR,ZNF844
DANCR,PRRC2C
DANCR,PAQR9
DANCR,MTFMT
DANCR,RPP38
DANCR,RILP
DANCR,RNASEH1
DANCR,DMTF1
DANCR,ALDH6A1
DANCR,ENPP3
DANCR,TDG
DANCR,MRPS34
DANCR,ORAI3
DANCR,PELI3
DANCR,ZNF610
DANCR,MSI2
DANCR,ZNF641
DANCR,FRMD3
DANCR,RPL27A
DANCR,SLC29A4
DANCR,PIFO
DANCR,PAX8
DANCR,PDE3A
DANCR,FANCE
DANCR,HDAC7
DANCR,TAS2R39
DANCR,NUMA1
DANCR,ZCCHC17
DANCR,SMPD2
DANCR,PPP6R1
DANCR,RFK
DANCR,NFYC
DANCR,KANSL1
DANCR,TUT1
DANCR,MRNIP
DANCR,LINC00851
DANCR,PCBP3
DANCR,CTSL
DANCR,ABHD2
DANCR,SLC3A2
DANCR,FAM126B
DANCR,THAP5
DANCR,PIP4P1
DANCR,ZBTB10
DANCR,INO80D
DANCR,RNF145
DANCR,LCOR
DANCR,INTS4
DANCR,NAGS
DANCR,PCDHB11
DANCR,TFCP2
DANCR,HERC4
DANCR,YARS2
DANCR,ITGA6
DANCR,DPP3
DANCR,FBXL19
DANCR,WDR31
DANCR,PIGM
DANCR,PTX3
DANCR,CDC42SE2
DANCR,PSD4
DANCR,METRN
DANCR,DNAJC28
DANCR,MITF
DANCR,FHL3
DANCR,MAB21L3
DANCR,ZNF146
DANCR,PTPN23
DANCR,ARFGEF3
DANCR,TBC1D22A
DANCR,TTI1
DANCR,TMEM258
DANCR,ZNF589
DANCR,ZNF619
DANCR,PNMA1
DANCR,CNBP
DANCR,CES2
DANCR,NR5A2
DANCR,ZNF804A
DANCR,RTN4IP1
DANCR,PGRMC2
DANCR,TGIF1
DANCR,KRT10
DANCR,BTN3A2
DANCR,SRPRB
DANCR,ELOVL6
DANCR,HSD17B4
DANCR,ZNF512B
DANCR,PATJ
DANCR,DNAJB9
DANCR,HOXA10
DANCR,APBB2
DANCR,CXCR6
DANCR,ZNF397
DANCR,GGH
SNHG15,RPS3AP35
SNHG15,LINC01714
SNHG15,SNORD38A
SNHG15,FKBP1B
SNHG15,LINC01118
SNHG15,SNHG31
SNHG15,PRSS56
SNHG15,GPR35
SNHG15,GPSM3
SNHG15,RN7SL273P
SNHG15,TDRD6
SNHG15,SLC2A12
SNHG15,ZFX-AS1
SNHG15,DAPK1-IT1
SNHG15,RPL31P44
SNHG15,TSHR
SNHG15,LINC01585
SNHG15,RPS2P54
SNHG15,RNU6-611P
SNHG15,KLK10
SNHG15,CYP4F29P
SNHG15,FZD4-DT
SNHG15,CHRNB1
SNHG15,DOCK5
SNHG15,CYCS
SNHG15,UBE2F
SNHG15,SNHG15
SNHG15,ENTPD8
SNHG15,AKT3
SNHG15,NUP98
SNHG15,KLC3
SNHG15,VN1R1
SNHG15,DENND3
SNHG15,HDAC1P2
SNHG15,NRAS
SNHG15,FAM120B
SNHG15,GPX8
SNHG15,NRN1
SNHG15,ZNF764
SNHG15,SIK2
SNHG15,TXNRD2
SNHG15,ICMT
SNHG15,NR2C2AP
SNHG15,CTCF
SNHG15,ZNF592
SNHG15,IRF2
SNHG15,CDKN2B
SNHG15,MICAL2
SNHG15,SNHG8
SNHG15,PRPSAP1
SNHG15,IL11
MEG3 ,Cox8b
MEG3 ,Leo1
MEG3 ,Lmtk2
MEG3 ,Thbs3
MEG3 ,Myl1
MEG3 ,Myh8
MEG3 ,Col11a1
MEG3 ,Dok7
MEG3 ,Npm3
MEG3 ,Stx18
MEG3 ,Wdr19
MEG3 ,Fndc5
MEG3 ,Sap30l
MEG3 ,Pdlim3
MEG3 ,Omd
MEG3 ,Foxc1
MEG3 ,Chrnd
MEG3 ,Tnnt3
MEG3 ,Tspan7
MEG3 ,Myl4
MEG3 ,Rdm1
MEG3 ,Mb
MEG3 ,Ndufa5
MEG3 ,Myh3
MEG3 ,Sema3b
MEG3 ,Lmbr1l
MEG3 ,Igfbp7
MEG3 ,Gprc5c
MEG3 ,Ednra
MEG3 ,Glipr1
MEG3 ,Hpgd
MEG3 ,Mctp1
MEG3 ,Fkbpl
MEG3 ,Msrb2
MEG3 ,Tnnc2
MEG3 ,Atat1
MEG3 ,Actc1
MEG3 ,Cd40
MEG3 ,Abca3
MEG3 ,Tmem216
MEG3 ,Serping1
MEG3 ,Tspan33
MEG3 ,Rbm24
MEG3 ,Gstm1
MEG3 ,Clic1
MEG3 ,Usp2
MEG3 ,Sprr1a
MEG3 ,Mal
MEG3 ,Myom3
MEG3 ,Arx
MEG3 ,Prdm8
MEG3 ,Hexim2
MEG3 ,Slit2
MEG3 ,Tcf7l1
MEG3 ,Htr2b
MEG3 ,Cacna1s
MEG3 ,Gm5528
MEG3 ,Greb1
MEG3 ,Ces2b
MEG3 ,Ubr2
MEG3 ,Il11ra1
MEG3 ,Ptpru
MEG3 ,Plxna2
MEG3 ,Aptx
MEG3 ,Cerk
MEG3 ,Fmo5
MEG3 ,Ikzf2
MEG3 ,Dync1i1
MEG3 ,Hck
MEG3 ,Tgm5
MEG3 ,Smpx
MEG3 ,Zfp30
MEG3 ,Myoz2
MEG3 ,Gda
MEG3 ,Srpk3
MEG3 ,Cxcl13
MEG3 ,Zfp90
MEG3 ,Gbp11
MEG3 ,Frmpd1
MEG3 ,Cd28
MEG3 ,Syn1
MEG3 ,Mfsd2a
MEG3 ,Ubn1
MEG3 ,Gpr146
MEG3 ,Ltbr
MEG3 ,Serpinb9g
MEG3 ,Gm5458
MEG3 ,Mapk1ip1
MEG3 ,Gfra2
MEG3 ,Lrrn3
MEG3 ,Caps2
MEG3 ,Dpp9
MEG3 ,Tnni1
MEG3 ,Pnpla8
MEG3 ,Sod3
MEG3 ,Dagla
MEG3 ,Defb41
MEG3 ,Ssh3
MEG3 ,Cdc16
MEG3 ,Lgals2
MEG3 ,Vps4b
MEG3 ,Taf8
MEG3 ,Zdhhc18
MEG3 ,Xylb
MEG3 ,Tacc1
MEG3 ,Rnf128
MEG3 ,Slc6a19
MEG3 ,Dhx32
MEG3 ,Zbtb49
MEG3 ,Hrc
MEG3 ,Zfp788
MEG3 ,Zc3h12a
MEG3 ,Fbxo6
MEG3 ,Slc8a3
MEG3 ,Ift46
MEG3 ,Sec61a1
MEG3 ,Csrp3
MEG3 ,Itgb1bp2
MEG3 ,Col6a2
MEG3 ,Mrc2
MEG3 ,Nefl
MEG3 ,Kctd21
MEG3 ,Ryr1
MEG3 ,Pmaip1
MEG3 ,Ppm1e
MEG3 ,Ndufb10
MEG3 ,Hspe1
MEG3 ,Casd1
MEG3 ,Armcx4
MEG3 ,Tpd52l1
MEG3 ,Bcl3
MEG3 ,Foxk2
MEG3 ,Lrrn1
MEG3 ,Neurl1a
MEG3 ,Krba1
MEG3 ,G6pc3
MEG3 ,Aqp1
MEG3 ,Ces2c
MEG3 ,Pex26
MEG3 ,Hps4
MEG3 ,Aftph
MEG3 ,Aarsd1
MEG3 ,Hp
MEG3 ,C1qtnf3
MEG3 ,Gm9920
MEG3 ,Ptpn22
MEG3 ,Ctla2a
MEG3 ,Asap1
MEG3 ,Clic5
MEG3 ,Cep70
MEG3 ,Trim72
MEG3 ,Myog
MEG3 ,Tecrl
MEG3 ,Vmn2r78
MEG3 ,Lyar
MEG3 ,Ush1c
MEG3 ,Robo1
MEG3 ,Galnt10
MEG3 ,Pitpnm1
MEG3 ,Nedd4l
MEG3 ,Ccdc28a
MEG3 ,Gm6252
MEG3 ,Brd8
MEG3 ,Serpinb2
MEG3 ,Zfp939
MEG3 ,Chpf2
MEG3 ,Nup88
MEG3 ,Hnmt
MEG3 ,Cd200
MEG3 ,Srl
MEG3 ,Itgbl1
MEG3 ,Tlr13
MEG3 ,Lmbrd1
MEG3 ,Smarca2
MEG3 ,Sspn
MEG3 ,Fgf1
MEG3 ,Vgll2
MEG3 ,Hoxb4
MEG3 ,Camk1g
MEG3 ,Tnnt2
MEG3 ,Dcun1d2
MEG3 ,Fgf5
MEG3 ,Tekt2
MEG3 ,Cav3
MEG3 ,Gm15348
MEG3 ,Whrn
MEG3 ,Cdc14a
MEG3 ,Col8a1
MEG3 ,Tagln2
MEG3 ,Klhl26
MEG3 ,Zfp248
MEG3 ,Trmt61a
MEG3 ,Lrpprc
MEG3 ,Srr
MEG3 ,Cthrc1
MEG3 ,Gzme
MEG3 ,C3
MEG3 ,Psmd4
MEG3 ,Tmem89
MEG3 ,Cyb5r2
MEG3 ,Rnf115
MEG3 ,Pi16
MEG3 ,Dennd1a
MEG3 ,Plekhh1
MEG3 ,Lpar6
MEG3 ,Colec12
MEG3 ,Rab38
MEG3 ,Gins3
MEG3 ,Iqcf5
MEG3 ,Slc2a9
MEG3 ,Xkr8
MEG3 ,Cdk5
MEG3 ,Glrx3
MEG3 ,Bahcc1
MEG3 ,Serpinb9e
MEG3 ,Sema4f
MEG3 ,Acot13
MEG3 ,Dpep2
MEG3 ,Nadk
MEG3 ,Zfp955b
MEG3 ,Tdrd3
MEG3 ,Ccdc60
MEG3 ,Hdac9
MEG3 ,Arhgap23
MEG3 ,Art1
MEG3 ,Tnnc1
MEG3 ,Ryr2
MEG3 ,Catsper2
MEG3 ,Sntg2
MEG3 ,Elovl7
MEG3 ,Alox5
MEG3 ,Epha7
MEG3 ,Smarcal1
MEG3 ,Taf6
MEG3 ,Prss12
MEG3 ,Nrp2
MEG3 ,Tmem39a
MEG3 ,A930003A15Rik
MEG3 ,Fam117b
MEG3 ,Tmem161a
MEG3 ,Hmx2
MEG3 ,Tmem176b
MEG3 ,Tnpo3
MEG3 ,Man1b1
MEG3 ,Med23
MEG3 ,R3hdml
MEG3 ,Lamb3
MEG3 ,Lmod3
MEG3 ,Hbs1l
MEG3 ,Polr3k
MEG3 ,Tspan13
MEG3 ,Rab3b
MEG3 ,Psmb6
MEG3 ,Rhou
MEG3 ,Has2
MEG3 ,Foxd1
MEG3 ,Usp18
MEG3 ,Mfap2
MEG3 ,Serpinb9f
MEG3 ,Casq2
MEG3 ,Rapgef3
MEG3 ,Slc25a42
MEG3 ,Lonp1
MEG3 ,Prmt2
MEG3 ,C77080
MEG3 ,Pknox2
MEG3 ,Prl2c5
MEG3 ,Psd3
MEG3 ,Hey1
MEG3 ,Stac3
MEG3 ,Ugt1a6b
MEG3 ,Senp8
MEG3 ,Sh3rf3
MEG3 ,Slco4a1
MEG3 ,Ip6k3
MEG3 ,Ranbp3l
MEG3 ,Gprasp1
MEG3 ,Casp2
MEG3 ,Hspd1
MEG3 ,Slc22a23
MEG3 ,Rbmxl2
MEG3 ,Nup85
MEG3 ,Cdkn2d
MEG3 ,Tep1
MEG3 ,Dnajb6
MEG3 ,C4b
MEG3 ,Dbh
MEG3 ,Hdc
MEG3 ,Ofd1
MEG3 ,Hsd11b1
MEG3 ,B020031M17Rik
MEG3 ,Cnot2
MEG3 ,Smoc2
MEG3 ,Trp53bp2
MEG3 ,Sema3d
MEG3 ,Perp
MEG3 ,Pigq
MEG3 ,Ormdl3
MEG3 ,Lingo2
MEG3 ,Klhl13
MEG3 ,Btbd11
MEG3 ,Dcp1b
MEG3 ,Zcchc24
MEG3 ,Hoxc6
MEG3 ,Ppp2r3c
MEG3 ,Fxyd6
MEG3 ,Lpcat2
MEG3 ,Ccl5
MEG3 ,Bckdhb
MEG3 ,Car6
MEG3 ,Rps4x
MEG3 ,Pdhx
MEG3 ,Slc26a11
MEG3 ,Ralgds
MEG3 ,Gjd4
MEG3 ,Rab11fip5
MEG3 ,Sgcg
MEG3 ,Erlec1
MEG3 ,Gm5934
MEG3 ,Tmem50b
MEG3 ,Prdm5
