gene,GW16_1,GW16_10,GW16_11,GW16_12,GW16_13,GW16_14,GW16_15,GW16_16,GW16_17,GW16_18,GW16_19,GW16_2,GW16_20,GW16_21,GW16_22,GW16_23,GW16_24,GW16_25,GW16_26,GW16_3,GW16_4,GW16_5,GW16_6,GW16_7,GW16_8,GW16_9,GW21p3_1,GW21p3_10,GW21p3_11,GW21p3_12,GW21p3_13,GW21p3_14,GW21p3_15,GW21p3_16,GW21p3_2,GW21p3_3,GW21p3_4,GW21p3_5,GW21p3_6,GW21p3_7,GW21p3_8,GW21p3_9,GW21_1,GW21_2,GW21_3,GW21_4,GW21_5,GW21_6,GW21_7,GW21_8,A1_N701_S501,A1_N701_S503,A1_N701_S505,A1_N701_S506,A1_N701_S507,A1_N701_S508,A1_N702_S501,A1_N702_S503,A1_N702_S504,A1_N702_S505,A1_N702_S506,A1_N702_S507,A1_N702_S508,A1_N703_S502,A1_N703_S503,A1_N703_S504,A1_N703_S505,A1_N703_S506,A1_N704_S501,A1_N704_S502,A1_N704_S503,A1_N704_S504,A1_N704_S505,A1_N704_S506,A1_N704_S507,A1_N705_S502,A1_N705_S503,A1_N705_S505,A1_N705_S506,A1_N705_S507,A1_N706_S502,A1_N706_S503,A1_N706_S504,A1_N706_S505,A1_N706_S506,A1_N706_S507,A1_N707_S503,A1_N707_S505,A1_N707_S506,A1_N707_S507,A1_N708_S502,A1_N708_S508,A1_N709_S501,A1_N709_S502,A1_N709_S503,A1_N709_S506,A1_N709_S507,A1_N709_S508,A1_N710_S501,A1_N710_S502,A1_N710_S504,A1_N710_S505,A1_N710_S508,A1_N711_S503,A1_N711_S504,A1_N711_S505,A1_N711_S507,A1_N711_S508,A1_N712_S501,A1_N712_S502,A1_N712_S503,A1_N712_S504,A1_N712_S505,A1_N712_S507,A1_N712_S508,A2_N701_S501,A2_N701_S502,A2_N701_S503,A2_N701_S506,A2_N701_S507,A2_N701_S508,A2_N702_S501,A2_N702_S504,A2_N702_S506,A2_N702_S507,A2_N702_S508,A2_N703_S501,A2_N703_S503,A2_N703_S506,A2_N703_S508,A2_N704_S501,A2_N704_S503,A2_N704_S506,A2_N704_S508,A2_N705_S502,A2_N705_S504,A2_N705_S505,A2_N705_S507,A2_N706_S501,A2_N706_S503,A2_N706_S504,A2_N706_S506,A2_N706_S507,A2_N706_S508,A2_N707_S501,A2_N707_S504,A2_N707_S505,A2_N707_S507,A2_N707_S508,A2_N708_S502,A2_N708_S503,A2_N708_S506,A2_N708_S508,A2_N709_S503,A2_N709_S505,A2_N709_S506,A2_N709_S507,A2_N709_S508,A2_N710_S501,A2_N710_S502,A2_N710_S503,A2_N710_S506,A2_N710_S507,A2_N710_S508,A2_N711_S501,A2_N711_S502,A2_N711_S504,A2_N711_S505,A2_N711_S507,A2_N711_S508,A2_N712_S502,A2_N712_S507,A2_N712_S508,S44.A10,S44.A11,S44.A6,S44.A8,S44.A9,S44.B6,S44.B7,S44.B8,S44.B9,S44.C9,S44.D10,S44.D5,S44.D8,S44.D9,S44.E10,S44.F10,S44.F6,S44.F9,S44.G10,S44.G5,S44.G7,S44.G8,S44.G9,S44.H5,S44.H6,S44.H9,S46.A1,S46.A10,S46.A11,S46.A12,S46.A2,S46.A4,S46.A5,S46.A6,S46.A7,S46.A8,S46.A9,S46.B1,S46.B10,S46.B11,S46.B12,S46.B2,S46.B3,S46.B4,S46.B5,S46.B7,S46.B8,S46.B9,S46.C10,S46.C11,S46.C12,S46.C3,S46.C4,S46.C5,S46.C6,S46.C7,S46.C8,S46.C9,S46.D1,S46.D10,S46.D12,S46.D2,S46.D3,S46.D4,S46.D5,S46.D6,S46.D7,S46.D8,S46.D9,S46.E1,S46.E11,S46.E12,S46.E2,S46.E3,S46.E4,S46.E7,S46.E8,S46.F1,S46.F10,S46.F11,S46.F12,S46.F2,S46.F4,S46.F5,S46.F6,S46.F7,S46.F8,S46.F9,S46.G1,S46.G11,S46.G2,S46.G4,S46.G5,S46.G6,S46.G7,S46.G9,S46.H10,S46.H2,S46.H3,S46.H5,S46.H7,S46.H8,S46.H9
FTX,0.0,0.123919499,0.0,8.124182954,83.41285855,0.0,0.23286010899999998,0.0,0.0,1.613056314,3.887298448,0.0,0.13283440300000002,0.0,0.0,1.556803816,0.124603641,0.0,0.193858237,0.0,0.145886713,2.658515857,0.0,21.69373078,0.0,0.169189122,0.0,0.226253134,0.0,8.738614022,0.0,6.957477002999999,46.04315109,135.5346246,0.0,0.0,0.0,0.200571826,0.15771036900000002,0.0,0.0,0.271745072,0.0,0.151079496,0.0,0.168578371,0.0,0.0,0.624753043,0.08606380699999999,0.0,120.5252696,0.0,18.87445484,0.0,0.0,0.0,174.6293671,13.68796802,0.0,0.0,532.8407566999999,0.0,3.0214995989999998,0.0,0.0,0.0,0.0,24.80413455,0.0,0.0,62.42534729,33.09403892,0.0,23.22201058,0.0,0.0,0.0,0.0,0.0,0.0,131.9341011,0.0,0.0,0.0,1.5742524880000002,116.63702190000001,0.0,28.86772127,0.0,0.0,0.0,0.0,0.0,0.0,45.50754735,0.0,0.0,0.0,0.0,0.0,0.0,97.53439533,0.0,25.309701500000003,0.0,0.0,0.0,0.0,0.0,0.0,382.28087539999996,0.0,0.0,0.0,0.0,136.09805500000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.213975434,682.3802602000001,3.1243573189999996,504.28090539999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2089.271872,0.0,0.0,0.0,1.260890508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.42968345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.96108454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.985014256,0.0,0.0,187.90727019999997,0.0,0.0,1.4233326469999998,0.0,0.0,0.0,0.0,12.68703266,0.6688674410000001,32.81371611,0.0,0.0,0.0,24.19277694,40.77381012,0.0,0.0,0.0,1.349105978,0.0,83.10909977,0.0,0.0,0.0,0.0,1.5169781930000001,0.0,1.231569215,0.0,0.0,0.0,1.1650347220000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.01293468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.8595774,0.0,0.0,0.729760579,0.0,0.0,0.741290325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842.1837582999999,0.0,0.0,0.0,4.055274752,0.0,0.0,0.0,0.0,0.0,35.98273127,0.0,0.0,0.0,0.0,0.0,1.078200216,0.0,0.0,0.0,0.0,0.0,0.0,0.926892569,0.0,0.60003203,0.0,0.0,1.170624013,0.0,5.028010431,1.047548832,13.48656347,0.0,3.609610482,0.0,0.0
LINC00630,313.334904,0.0,0.0,0.0,8.581190095,0.0,0.0,0.0,3.2836885139999996,25.57846441,0.0,0.164750335,0.0,0.0,0.0,0.0,0.0,0.0,83.74675854,0.0,4.376601386,0.0,0.0,0.0,0.0,0.0,0.0,24.88784474,0.0,0.0,0.0,0.0,2.529843467,0.0,0.0,0.0,48.77990935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.86627201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.5006314,0.0,0.0,0.0,0.0,7.458164827999999,0.0,0.0,29.28684875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4730543,0.0,0.0,0.0,7.791282767999999,0.0,0.0,0.0,0.0,0.0,0.0,1.084363322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.71098961,0.0,0.0,0.0,12.85590174,0.0,0.0,1.5143570730000002,0.0,0.0,0.0,0.0,0.0,81.39021674,0.0,0.0,0.0,0.0,0.0,93.03777192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.07227653,0.0,0.0,0.0,0.967285072,0.0,0.0,0.0,78.94276849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.90009504,0.0,0.0,0.0,0.0,0.57744027,0.0,0.0,8.401349837,0.0,43.670328399999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.51729594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.5997508,0.0,181.5092592,0.0,0.0,0.0,0.0,1.2576510840000001,16.05155889,0.0,0.0,0.0,0.0,4.448328603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.34362764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8305084660000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0085506
MORF4L2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.75708696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0784873530000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.06120867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAP2C-AS1,0.0,0.0,0.0,0.0,0.0,0.6296167029999999,0.0,110.5601034,0.0,0.0,0.0,0.0,0.0,0.0,42.85363728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.678033959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0996815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00632,0.0,0.0,0.0,367.72617579999996,0.0,0.0,9.547264451,0.0,0.0,55.53522453,0.0,0.164750335,3.4536944739999997,0.0,0.0,0.0,0.0,0.255425147,2.5201570859999998,0.0,0.0,0.0,0.0,0.169482272,0.0,45.342684600000005,0.0,67.76281363,0.0,0.0,25.26665695,0.0,12.14324864,0.0,0.0,0.0,0.0,0.0,0.0,0.141284486,0.216498561,603.9534235,0.0,35.20152247,0.0,0.0,0.094937873,3.0653925010000003,0.20825101399999998,0.0,0.0,0.0,330.6832841,1.8874454840000001,0.0,0.0,0.0,44.5133681,9.777120017,603.6575498,1.7468976059999999,0.0,0.0,235.6769687,114.8950128,47.11723666,3.908189788,0.0,0.0,0.0,1.613049462,196.73442780000002,18.61539689,1.131575932,27.32001244,0.0,0.0,0.0,0.0,0.0,0.0,5.140289654,613.7397547999999,23.08428244,0.0,33.05930225,0.0,0.0,64.95237286,0.0,0.0,0.0,1.3996989880000001,0.0,0.0,286.3183188,0.0,0.0,11.69812873,0.0,1.721163415,0.0,0.0,75.09110207,0.0,79.47108423,0.0,0.0,566.1320074,0.0,0.0,0.0,0.0,0.0,0.0,38.8314924,0.0,923.9447131000001,0.0,128.9931241,1.49036632,0.0,199.8722721,0.0,0.0,0.0,160.9044019,71.17478244,26.58635115,103.64046450000001,1.5731116019999998,22.98280295,95.00960693,0.0,219.2976019,0.0,0.0,0.0,0.0,1.134606975,93.19079717,0.0,0.0,0.0,0.0,0.0,12.24464097,0.0,126.9752906,0.0,0.0,9.672850718,0.0,292.471207,2.615122031,34.6578008,0.0,0.0,0.0,491.11372249999994,0.0,97.80567454,0.0,1240.094881,63.94345782,0.0,19.49204564,6.272189685,23.94005702,0.0,0.0,0.0,0.0,502.3730353,0.0,0.0,537.1262996,738.4152504,0.0,0.0,0.0,242.8214992,0.0,578.3508835,93.39656705,1.2096388470000001,0.0,0.0,0.0,0.0,371.004144,30.62558563,646.9473059999999,61.06285887,107.8159107,0.0,0.872141726,253.33535830000002,0.0,192.1247976,25.39752067,0.0,82.68909577,909.8921175,0.0,0.0,0.0,0.0,0.0,0.0,197.2028759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.724885017999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1257.12482,75.45960664,0.0,0.0,0.0,0.0,0.0,0.0,150.1310904,0.0,148.4230559,0.0,202.2848886,0.0,448.0115676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.894832135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.4086161,136.3661014,0.0,0.0,1.095736786,354.97753639999996,0.0,0.0,1.628599669,48.36878046,0.0,0.0
SPANXA2-OT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.02297878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3617471319999999,0.0,3.488186277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.49935977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTTY15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15771036900000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.008582548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.18177461,0.0,3.514898932,73.37178858,4.116027037,0.0,0.0,4.682072087,0.0,9.798657643,0.0,0.0,39.91808195,8.704521261,12.26646172,17.17374029,0.0,137.60880980000002,9.048468482,0.0,0.0,9.801446425,5.396934306,1589.042224,71.29797509,26.49964282,0.0,0.0,0.90949022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTTY14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.309761082,209.94156549999997,0.0,0.0,0.0,0.0,0.0,0.0,735.0272409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.01765771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.640426231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSBP3-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.719925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.2762974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
